3.46E-08,0.0675016
8.46E-08,0.0763405
1.35E-07,0.0873892
1.85E-07,0.0763405
2.35E-07,0.0785503
2.85E-07,0.0763405
3.35E-07,0.0763405
3.85E-07,0.0785503
4.35E-07,0.0741308
4.85E-07,0.0741308
5.35E-07,0.0785503
5.85E-07,0.0785503
6.35E-07,0.0763405
6.85E-07,0.0763405
7.35E-07,0.08076
7.85E-07,0.0785503
8.35E-07,0.0763405
8.85E-07,0.0763405
9.35E-07,0.0741308
9.85E-07,0.08076
1.03E-06,0.0763405
1.08E-06,0.0763405
1.13E-06,0.0785503
1.18E-06,0.0785503
1.23E-06,0.0763405
1.28E-06,0.0763405
1.33E-06,0.08076
1.38E-06,0.0763405
1.43E-06,0.0785503
1.48E-06,0.0763405
1.53E-06,0.0785503
1.58E-06,0.0763405
1.63E-06,0.0763405
1.68E-06,0.0763405
1.73E-06,0.0785503
1.78E-06,0.0785503
1.83E-06,0.0763405
1.88E-06,0.0785503
1.93E-06,0.0829697
1.98E-06,0.0829697
2.03E-06,0.0785503
2.08E-06,0.0785503
2.13E-06,0.0763405
2.18E-06,0.0763405
2.23E-06,0.08076
2.28E-06,0.0785503
2.33E-06,0.0785503
2.38E-06,0.0851795
2.43E-06,0.0785503
2.48E-06,0.0763405
2.53E-06,0.0785503
2.58E-06,0.0763405
2.63E-06,0.0785503
2.68E-06,0.0763405
2.73E-06,0.0763405
2.78E-06,0.08076
2.83E-06,0.0763405
2.88E-06,0.0763405
2.93E-06,0.0785503
2.98E-06,0.0763405
3.03E-06,0.0763405
3.08E-06,0.0741308
3.13E-06,0.0785503
3.18E-06,0.0763405
3.23E-06,0.0785503
3.28E-06,0.08076
3.33E-06,0.0785503
3.38E-06,0.0763405
3.43E-06,0.08076
3.48E-06,0.08076
3.53E-06,0.0785503
3.58E-06,0.08076
3.63E-06,0.0785503
3.68E-06,0.0785503
3.73E-06,0.0785503
3.78E-06,0.0785503
3.83E-06,0.0785503
3.88E-06,0.08076
3.93E-06,0.08076
3.98E-06,0.0785503
4.03E-06,0.0785503
4.08E-06,0.08076
4.13E-06,0.0763405
4.18E-06,0.0785503
4.23E-06,0.0785503
4.28E-06,0.08076
4.33E-06,0.08076
4.38E-06,0.0763405
4.43E-06,0.08076
4.48E-06,0.08076
4.53E-06,0.0785503
4.58E-06,0.0763405
4.63E-06,0.08076
4.68E-06,0.0785503
4.73E-06,0.08076
4.78E-06,0.0763405
4.83E-06,0.0829697
4.88E-06,0.0785503
4.93E-06,0.0785503
4.98E-06,0.0763405
5.03E-06,0.08076
5.08E-06,0.08076
5.13E-06,0.0785503
5.18E-06,0.08076
5.23E-06,0.0785503
5.28E-06,0.0785503
5.33E-06,0.08076
5.38E-06,0.08076
5.43E-06,0.0763405
5.48E-06,0.0785503
5.53E-06,0.0851795
5.58E-06,0.08076
5.63E-06,0.0785503
5.68E-06,0.0763405
5.73E-06,0.0785503
5.78E-06,0.08076
5.83E-06,0.0785503
5.88E-06,0.0785503
5.93E-06,0.0829697
5.98E-06,0.08076
6.03E-06,0.0785503
6.08E-06,0.08076
